PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
M0e5U,r3kb1r/1pp2pp1/p1n1b2p/8/2P1q3/PP2BN1P/4BPP1/R2QK2R b KQkq - 0 13,f8d6 e2d3 e4e3 f2e3,1343,75,91,4345,crushing middlegame short trappedPiece,https://lichess.org/uXyIy2AE/black#26,Kings_Pawn_Game Kings_Pawn_Game_Mengarinis_Opening
7zEsI,6rk/1bNp2p1/p1nb3p/1p6/1P3p1q/P2P3n/BBP2PQP/R4R1K b - - 0 20,d6c7 a2g8 h3g5 g8d5 c6d4 d5b7 f4f3 b7f3,1960,176,83,8,advantage middlegame veryLong,https://lichess.org/UFOKIoFv/black#40,
evfW6,rn1qr1Qk/ppp3pp/6pN/8/3Pp1P1/4P2P/PP3P2/R4RK1 b - - 7 18,e8g8 h6f7,940,100,87,481,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/QMgdtVjN/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
LOgDH,rn3rk1/1p1bR1pp/1p3p2/8/8/P2B4/2P1QPPP/q3N1K1 b - - 1 19,d7c6 e2e6 g8h8 e6f5 c6e4 f5e4 a1e1 e4e1,2740,108,91,285,advantage middlegame veryLong,https://lichess.org/o2xTStB1/black#38,
X99hg,3r2k1/1p1q1p1p/1n4p1/p1pB4/P1P5/1P6/3R1PPP/3Q2K1 b - - 4 22,b6d5 d2d5 d7d5 c4d5,1378,76,93,2112,advantage endgame short,https://lichess.org/ZLhCVpsJ/black#44,
auznU,8/8/8/2p1b1k1/2PpP3/3P1KPP/8/8 w - - 1 65,h3h4 g5h5 f3g2 h5g4,1112,75,99,860,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/4JO4e0PF#129,
37BUL,3r4/5bkp/p5p1/2bp4/2N1p3/2P4P/PP1R2PK/4R3 w - - 0 34,c4e5 c5d6 h2g1 d6e5,1119,77,87,159,advantage endgame pin short,https://lichess.org/PkPJdm81#67,
XxwvL,8/5pk1/1Pq1p1p1/4P2p/r4P2/b3Q3/4N1PP/1R4K1 w - - 0 37,b6b7 a3c5 e3c5 c6c5 g1f1 a4b4 b7b8q b4b8,1704,75,81,2313,advantage endgame pin veryLong,https://lichess.org/q4GVEV2Z#73,
FCPRP,r1b3k1/2p2ppp/1pn5/p1b3q1/2Q5/2N1P1PP/PPPN1KB1/R6R w - - 0 16,g2c6 g5e3 f2g2 e3f2,1702,97,69,29,fork mate mateIn2 middlegame short,https://lichess.org/bG3lNHlJ#31,Englund_Gambit Englund_Gambit_Other_variations
ay0c0,7r/4pp2/2Q3nq/2pPk3/2P1PN2/P5pP/6K1/5R2 w - - 2 34,c6c7 e5e4 f1e1 e4f5 c7d7 f5f6,2827,92,86,322,advantage defensiveMove endgame long,https://lichess.org/ZuqkWwsu#67,
0QLt3,r4rk1/1pp3p1/p1np4/2b1pqB1/2P1N3/P1P4P/1PQ2P2/R3K1R1 w Q - 1 19,e4f6 f8f6 c2f5 f6f5,1498,75,91,1151,advantage middlegame short,https://lichess.org/9Bdw9SV8#37,
XEHPi,8/pp4k1/2p1Rb2/4p3/P1n1P1K1/2N5/8/8 w - - 4 47,g4f5 c4e3,764,91,95,451,endgame mate mateIn1 oneMove,https://lichess.org/ECisERjV#93,
rNAaw,1k6/ppp2p2/2n5/3p1B2/3P2P1/2P4Q/P2q4/6K1 b - - 8 31,d2a2 h3h8 c6d8 h8d8,596,104,68,250,endgame mate mateIn2 short,https://lichess.org/wck4JKXu/black#62,
t8vfC,r5rk/6p1/4p1Rp/1p1p1p2/7Q/q3PR1P/P4PP1/6K1 b - - 1 28,a3a2 g6h6 g7h6 h4h6,1250,79,60,54,endgame mate mateIn2 sacrifice short,https://lichess.org/wMUCfC5v/black#56,
1m4wz,r4rk1/ppq1bppp/3p1n2/4p1B1/8/1BN3Q1/PPP2PPP/3R2K1 b - - 0 17,a8d8 g5f6 e7f6 c3d5 c7c8 d5f6,1828,75,97,1590,advantage kingsideAttack long middlegame pin,https://lichess.org/ylwxbc7C/black#34,Sicilian_Defense Sicilian_Defense_Modern_Variations
cfFuf,8/8/3R4/3Pq1k1/4P2p/7N/6K1/8 b - - 2 60,g5g4 d6g6 g4h5 g6g5 e5g5 h3g5,1037,95,95,3492,crushing endgame fork long,https://lichess.org/tOda68ys/black#120,
f8iXH,r4rk1/1bpN1ppp/p3p3/1p4q1/3P1n2/2PB4/PP1Q1PPP/3R1RK1 w - - 5 18,g2g3 f4h3,1195,85,100,76,mate mateIn1 middlegame oneMove,https://lichess.org/gRI97v9K#35,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation
0SepB,r5k1/p1n3N1/1p1p2p1/2pP4/2P3q1/PQ1p4/1P3PP1/R1B1K2R w KQ - 1 21,g7e6 g4e2,1459,82,88,2469,mate mateIn1 middlegame oneMove,https://lichess.org/2eHB3hsH#41,
dnSzh,4R3/8/7P/8/6p1/3kprP1/6K1/8 b - - 0 64,f3f6 h6h7 d3e2 e8e3 e2e3 h7h8q,1871,76,82,80,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/0bxyxVOk/black#128,
SwtHI,4r1k1/7p/1qbp2p1/p4p2/1pP4B/1PnQP3/P2N1PPP/R5K1 w - - 1 22,d3d6 c3e2 g1h1 c6g2 h1g2 b6d6,1136,87,93,1587,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/p9xTd0Eq#43,
smxYb,5rk1/p3rppn/1p1p3p/2pPP3/2P2R1P/2qB3Q/P5P1/5RK1 b - - 0 28,e7e5 d3h7 g8h7 h3c3,1360,78,93,2663,advantage discoveredAttack middlegame short,https://lichess.org/zh4OciAA/black#56,
P5Kjf,8/2p5/1p3k1P/6RK/p7/8/PP6/6r1 w - - 5 45,g5g6 g1g6 h6h7 f6g7 h7h8q g7h8 h5g6 h8g8,2140,96,89,298,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/y8OrOT6a#89,
