PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
XEVKo,q2r4/p4k2/Q3pPp1/3r1nNp/2p4P/2Pp4/PP3PP1/3R2K1 b - - 1 31,f7f6 a6e6 f6g7 e6f7 g7h8 f7h7,1373,75,83,439,long mate mateIn3 middlegame,https://lichess.org/EUo1aRk1/black#62,
NJsCD,rn1q3r/1p2bkpb/p1p1Qn1p/8/2BP2P1/2N5/PPP2P1P/R1B1R1K1 b - - 0 13,f7f8 e6f7,882,102,95,612,mate mateIn1 middlegame oneMove,https://lichess.org/KRGR7AWz/black#26,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
sGnmj,rn3rk1/pbpp2pp/1p2p3/5pn1/2PP3q/2BBP1P1/PP1N1P1P/R2Q1RK1 w - - 1 12,f2f4 g5h3,1341,83,93,5047,master mate mateIn1 middlegame oneMove,https://lichess.org/TGN6yaKC#23,Nimzo-Indian_Defense Nimzo-Indian_Defense_St_Petersburg_Variation
ybcAs,8/p5kp/5rp1/2pQn3/P2pP3/6Pq/1P5P/5RK1 w - - 0 29,d5e5 h3f1,598,100,85,449,endgame master mate mateIn1 oneMove,https://lichess.org/CTYZOl4x#57,
cLnU9,8/2Rb4/5pkp/4pNp1/1r2P1P1/5P2/6P1/6K1 b - - 10 55,d7f5 e4f5,1322,79,93,857,endgame mate mateIn1 oneMove,https://lichess.org/2sDPBi5O/black#110,
Uu7On,1n4k1/r4pbp/B1p2qp1/3p4/3P4/1P1Q3P/P2B1PP1/4R1K1 b - - 0 27,b8a6 e1e8 g7f8 d2h6,1279,77,84,1549,crushing middlegame pin short,https://lichess.org/qDZDuRSy/black#54,
L046b,r2q3r/ppk3pp/2pbb3/8/3pB3/3Q4/PPPP1PPP/R1B2RK1 w - - 2 15,d3d4 d6h2 g1h2 d8d4,1032,89,77,47,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/yJ9sWwNk#29,Italian_Game Italian_Game_Two_Knights_Defense
fUbCG,r1bqk2r/pp1p1ppp/2p5/2b1p2Q/3N4/3B4/PPP2RPP/RNB3K1 b kq - 2 9,c5d4 h5f7,698,94,90,365,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/5zE3Nt1v/black#18,Ruy_Lopez Ruy_Lopez_Berlin_Defense
f5fUj,r3k2r/1pq1bpp1/2p1p2p/p2p4/1nPP4/1Q2PNP1/PP1N1PP1/2KR3R w kq - 0 15,a2a3 a5a4 b3b4 e7b4,1742,75,85,552,crushing middlegame short,https://lichess.org/aRVSD3tH#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
4iqBe,rn1q1rk1/6p1/3pp2p/p1p5/1p4B1/8/PPP2PP1/R2Q1RK1 b - - 1 21,e6e5 d1d5 g8h8 d5a8,1447,81,76,35,crushing fork middlegame short,https://lichess.org/P7GfKhEW/black#42,
ppeI5,8/2p2p2/p7/5k1p/2P2Pn1/P5K1/7r/R1R5 w - - 5 37,c1h1 h5h4 g3f3 h2f2,1257,79,91,3412,endgame mate mateIn2 short,https://lichess.org/8KZV811t#73,
YvkXa,8/3b1B2/8/8/1p1k2p1/5pP1/1K3P1P/8 w - - 2 75,b2b3 d4d3 f7c4 d3d2,1549,136,86,10,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/taiICdg4#149,
GqQV5,6rk/pb1qb2R/1p4rB/3pP2Q/3P4/2N5/PP5P/R6K b - - 0 24,h8h7 h6f8 g6h6 h5h6,1526,76,100,307,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/8W2uDaQG/black#48,
xrT4j,r4r2/ppkqb2p/3pQn2/2p3B1/8/2N4P/PPP2PP1/R4RK1 w - - 3 18,c3d5 f6d5 e6d5 f8f5 d5f5 d7f5,1955,75,97,1036,advantage clearance long middlegame,https://lichess.org/xpV5fTrP#35,Scotch_Game Scotch_Game_Lolli_Variation
9Q1Mw,2r2rk1/1b2bpp1/p4nqp/1p3N2/4N3/P1PQ1R1P/1P1B2P1/R5K1 w - - 5 23,f3g3 g6f5 e4f6 f5f6,1695,76,92,185,advantage hangingPiece middlegame short,https://lichess.org/kK4igmGZ#45,
hnRKA,2r2r2/1p6/1b3B2/pN4Rk/Pn1p4/1b2nq2/1PPQ4/1K6 b - - 1 31,h5h6 d2h2 f3h3 h2h3,1008,84,94,787,mate mateIn2 middlegame short,https://lichess.org/ltRNrlGd/black#62,
MTIEz,8/8/1R6/3k4/B4p2/P2pnK2/1P6/2b5 w - - 0 52,f3f4 e3c4 f4f5 c4b6,1049,84,94,3963,crushing discoveredAttack discoveredCheck endgame short,https://lichess.org/Q8AtyhG8#103,
uCHQN,8/p4pkp/6p1/3Q4/1P3q2/P7/3n1P1P/5RK1 w - - 2 32,f1d1 f4g4 g1h1 g4d1,1822,76,89,597,crushing endgame fork short,https://lichess.org/P2zGf9rG#63,
1bKkP,8/8/1p2k1p1/p1p4p/P1P1KP1P/1P6/8/8 w - - 0 37,e4f3 e6f5 f3e3 f5g4,1002,87,89,1445,crushing endgame pawnEndgame short zugzwang,https://lichess.org/GWJX7vyO#73,
xjsFN,8/5pk1/5bpp/1Q1Np3/4P3/5BPP/1n3PK1/2q5 b - - 3 31,c1d2 b5b6 f6g5 h3h4,1962,75,93,8389,advantage endgame master short,https://lichess.org/hDI9NMy5/black#62,
RnBam,r3r1k1/pb3ppp/1p3n2/2pqN1B1/8/2P5/PPB1QPPP/R4RK1 w - - 1 16,g5f6 d5g2,892,97,95,188,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/nrEs47r7#31,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
wociD,2r1r3/pQ2bkpp/5p2/1p3q2/8/6B1/P1P2PPP/3RR1K1 b - - 8 29,f5c2 d1d7 f7g8 d7e7 e8e7 b7e7,2058,76,89,1095,crushing long middlegame,https://lichess.org/ViCsSvVh/black#58,
8Y68A,5rk1/5p1p/4pQpP/2b1P3/p1p2P1K/P3q3/2P3Pn/8 b - - 5 40,e3f2 h4h3 f2h4 h3h4 c5e7 f6e7,2158,76,83,185,crushing defensiveMove endgame long,https://lichess.org/lHNM7VOG/black#80,
Y06al,4r1k1/1pq3bp/4b1p1/p2pn3/3B2P1/2N2P2/PP1Q4/2K1R2R w - - 0 22,f3f4 e5f3 e1e6 e8e6,2265,88,90,1225,crushing fork middlegame pin short,https://lichess.org/j5l3uSIn#43,
urzHO,r2q4/ppp2kpp/3p1n2/2b5/3nP1b1/2NPB3/PPP2PPP/R2Q1RK1 w - - 2 11,f2f3 d4f3 g2f3 c5e3,1494,78,86,82,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/QVOmmwiV#21,Four_Knights_Game Four_Knights_Game_Italian_Variation
zcw9p,r1bq1r2/ppp5/4pknQ/3pn3/8/2NB1P2/PPP5/2KR2NR b - - 3 17,e5d3 d1d3 f8h8 c3e4 f6f7 e4g5,1835,74,86,93,advantage long opening,https://lichess.org/AiNCF5TH/black#34,Modern_Defense Modern_Defense_Standard_Line
CICN4,r4rk1/5ppp/pQ1bp3/1p2q3/4b3/P1P1B1P1/1P2BP1P/R4RK1 b - - 4 19,f7f5 f2f4 d6c7 f4e5 c7b6 e3b6,2386,92,90,1237,crushing long middlegame,https://lichess.org/gChtcBf8/black#38,Sicilian_Defense Sicilian_Defense_French_Variation
OQiub,r3k2r/ppqb1ppp/4p1n1/3pb3/1P6/P1PB2P1/4QP1P/RNB1R1K1 b kq - 0 14,a8c8 d3g6 h7g6 e2e5 c7e5 e1e5,1367,86,64,44,advantage long master middlegame,https://lichess.org/fthtwKLl/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
Qs2W2,1r4k1/p2n2pp/3p4/2pP1r1b/2Pb2Pq/1PN2P1P/PB4BK/R2Q1R2 w - - 5 22,g4f5 h4f4 h2h1 d4e5 h1g1 f4h2,2153,88,92,1898,crushing long master middlegame,https://lichess.org/yfqAz41h#43,
WrXiv,1R6/1Rr2kpp/2r2p2/p2p4/3P2P1/1Nn4P/5PK1/8 b - - 1 33,a5a4 b3a5 f7g6 a5c6 c7b7 b8b7,1944,75,88,936,advantage endgame long master,https://lichess.org/v6Ey0hTq/black#66,
gcYCs,3r3r/ppqB2Qp/2pk4/3n4/2R2P2/PP2P3/3P2PP/1R4K1 b - - 2 22,c7d7 g7e5,1572,217,43,14,mate mateIn1 middlegame oneMove,https://lichess.org/gaUN3JhW/black#44,
ws86E,8/2p5/6p1/1p1k1p1p/p2P1P1P/1P2K1P1/P7/8 w - - 0 36,b3a4 b5a4 e3d3 a4a3 d3c3 d5e4 c3b3 e4d4,2303,108,90,439,crushing endgame pawnEndgame veryLong,https://lichess.org/mKTnShhY#71,
FJXmH,2kr3r/pppb1p1p/4pp2/q1P5/1n1P4/4P3/P2N1PPP/R2QKB1R w KQ - 1 13,f1e2 d7a4 d2c4 b4d3 e1f1 a5c3,2670,97,84,296,clearance crushing discoveredCheck doubleCheck long middlegame,https://lichess.org/LcxjqV1L#25,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
QALrK,2R5/1P3kp1/6p1/2N2pP1/1r1P1P2/8/4p2n/2K5 w - - 0 55,c1d2 b4b2 d2c3 b2b7,2331,82,85,55,advantage endgame short,https://lichess.org/26hJsWvV#109,
1isqE,2kr3r/pp3ppp/4b3/q1p1b3/3NQ3/1PP3P1/P4PBP/1K1R3R b - - 1 19,c5d4 e4b7,808,103,93,147,master mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/KBRT46Aw/black#38,
q1ks3,r7/2p2r1p/ppq4P/2b2p1k/2P3R1/3Q4/PP3P2/4RK2 b - - 0 30,c6h1 g4g1 h1g1 f1g1,1068,78,86,424,advantage middlegame short,https://lichess.org/j2FEUq75/black#60,
3P05O,8/1p6/p7/P1P1N3/1P3kPK/2P5/2R5/1r6 w - - 0 39,e5d7 b1h1 c2h2 h1h2,624,93,95,753,endgame mate mateIn2 short,https://lichess.org/ZUDFkia6#77,
0dPhQ,rn4k1/pp3rp1/1q2p1np/4b2Q/8/2PB3P/PP3PP1/R1BR2K1 w - - 0 19,d3g6 b6f2 g1h1 f2f1 d1f1 f7f1,1171,258,33,14,kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,https://lichess.org/oZRjmjpA#37,
Nun6E,8/5p2/4pB1k/1p2P3/pK4R1/1P6/r7/8 w - - 0 41,b3a4 a2a4 b4b5 a4g4,1206,87,94,830,crushing endgame short skewer,https://lichess.org/5eY9XLnm#81,
tS7H4,2Q3Bk/4q2p/p2p2r1/1p2n3/3p4/6NP/PPP3R1/6K1 b - - 0 35,g6g8 c8g8 h8g8 g3f5 g8f8 f5e7,1279,82,63,71,advantage discoveredAttack discoveredCheck endgame long sacrifice,https://lichess.org/il9Ws5aI/black#70,
bCTwv,8/6pk/5pp1/2q5/6PP/3p1P2/P2Q1K2/8 w - - 6 49,f2g2 c5c2 d2c2 d3c2,1107,77,82,205,advancedPawn crushing endgame master queenEndgame short,https://lichess.org/GmlFR0oh#97,
cKK8y,r7/4p2p/1P2Nkp1/2RP4/2n5/1R5P/2r5/4K3 w - - 5 44,b6b7 a8a1 b3b1 a1b1,906,82,100,48,endgame mate mateIn2 short,https://lichess.org/EAikVJHq#87,
eE3Tj,r4rk1/1p2pp1p/p7/8/2R5/4B3/Pb3PPP/1R4K1 b - - 1 19,b7b5 c4g4 g8h8 b1b2,1328,76,94,32796,advantage endgame short,https://lichess.org/OJfySHod/black#38,
F5uNu,1knrbb1r/1p2nNpp/q3p3/p1ppP3/P6N/2P2Q2/1PB2PPP/R1B2R1K w - - 10 19,f7d8 a6f1,513,99,82,666,hangingPiece kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/5imM05lv#37,French_Defense French_Defense_Advance_Variation
W79En,5r1k/R5R1/2p5/2P2b2/2Pp4/3P1r2/PN6/6K1 w - - 0 35,g7f7 f8g8 f7g7 g8g7 a7g7 h8g7,1533,75,86,486,crushing endgame exposedKing long,https://lichess.org/YmHTIguQ#69,
yXA9e,3r1k2/pR4R1/1b4p1/1p6/8/8/7P/7K w - - 9 36,g7g6 d8d1 h1g2 d1g1 g2f3 g1g6,1084,79,87,838,crushing endgame long skewer,https://lichess.org/nMG6f0UZ#71,
qkhii,r3rN1k/1b3BbQ/p2p1n1p/qpp1p1p1/4P3/2PP2N1/1P1B1PPP/4R1K1 b - - 7 26,f6h7 f8g6,972,86,97,2328,mate mateIn1 middlegame oneMove,https://lichess.org/fTY2l575/black#52,
OEXAz,8/8/1p1p4/p1p1p3/P1P1P1k1/1P1P4/5K2/8 w - - 3 47,f2e3 g4g3 e3e2 g3g2,1929,74,89,158,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/LXPvHUtt#93,
LLS2H,8/8/8/2R5/P2r4/7P/2pk1KP1/8 w - - 0 43,g2g4 d2d3 c5c2 d3c2 f2e3 c2c3,2098,131,0,20,crushing defensiveMove endgame long rookEndgame,https://lichess.org/pS5QOVp2#85,
HPwkF,8/6kp/2NPRbp1/5p2/4p3/6P1/3r1PKP/8 w - - 1 37,c6b8 g7f7 e6f6 f7f6,2033,80,92,726,crushing endgame short trappedPiece,https://lichess.org/NgHGkWJV#73,
EEG2C,6R1/8/8/8/8/8/5K1k/7q b - - 3 59,h1e4 g8h8 e4h7 h8h7,1154,107,71,25,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/cdl4xV6d/black#118,
XSbIo,8/7R/4P3/1Pk2P2/2P3P1/2K5/r5r1/2R5 w - - 3 47,e6e7 g2g3,989,77,88,237,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MgVnkFP3#93,
bT1o0,1r5k/4PQ1p/2p2p2/8/4P1p1/6P1/1p2K2P/8 b - - 1 40,b2b1q f7f8 b8f8 e7f8q,1552,75,83,421,advancedPawn endgame master masterVsMaster mate mateIn2 promotion short,https://lichess.org/weUhheB5/black#80,
ZVpLk,2rk1r2/pp1nq3/4R1Q1/1B1p4/8/2N5/PPP2PPb/R5K1 w - - 0 20,g1h2 e7h4 h2g1 h4f2,1713,75,76,370,advantage middlegame short,https://lichess.org/8vKB1wZe#39,
755Qa,3r1rk1/1p3pp1/p1pRb2p/4Pq2/8/P1B3QP/1P3PP1/5RK1 b - - 0 26,d8d7 d6d7 e6d7 e5e6,1085,76,89,106,crushing middlegame short,https://lichess.org/x0bXGm3Q/black#52,
26MZW,8/pb3Q2/1pkq4/n1b5/8/4p3/PPP1PPPP/2K2BNR w - - 1 21,f2e3 c5e3 c1b1 d6d1,887,79,88,773,mate mateIn2 middlegame queensideAttack short,https://lichess.org/fw6YoRjR#41,
58w7k,2r2rk1/p1R2p1p/4N3/3p2qp/2n5/8/P1Q2PPP/2R2K2 b - - 0 26,f7e6 c2h7,821,106,96,1388,mate mateIn1 middlegame oneMove,https://lichess.org/fqtdju0K/black#52,
Qa2tL,r5k1/4n1pp/3N4/p2p4/8/2P1P2P/Pq4P1/3R1QK1 b - - 1 24,b2c3 f1f7 g8h8 f7e7,1051,82,100,347,crushing endgame fork short,https://lichess.org/dBfA671H/black#48,
Dx0fN,r1b2r2/ppq3k1/4p1B1/4p2p/3P4/2P5/PP3PPK/R2QR3 w - - 0 22,d1h5 f8h8 h5h8 g7h8,1804,76,91,1135,advantage middlegame pin short,https://lichess.org/Ch5svfgM#43,
mX9ma,8/1p2q3/5k1p/3Qpnp1/Pp3p2/3P3P/6P1/1R5K w - - 5 56,d5e4 f5g3 h1h2 g3e4,723,96,81,356,crushing endgame fork short,https://lichess.org/WqonV6YL#111,
bIRxD,rn2r1k1/p2q1pb1/2p2n1p/1p2Q1p1/1P2P1b1/PBN1B3/2PN1PPP/R4RK1 w - - 1 18,e5g3 f6h5 g3g4 d7g4,1728,76,92,713,advantage middlegame short trappedPiece,https://lichess.org/XQtdz70D#35,Philidor_Defense Philidor_Defense_Other_variations
gOpcd,1r3rk1/pp3p1p/2p2BbR/4p3/3q4/7Q/PP4PP/5R1K b - - 9 25,b8d8 h6g6 f7g6 h3e6 f8f7 f6d8,2281,77,92,2384,crushing kingsideAttack long master middlegame pin sacrifice,https://lichess.org/0RRIeQBp/black#50,
VicY8,8/6k1/6p1/7p/5PpP/8/5P1K/8 w - - 1 54,h2g3 g7f6 g3h2 f6f5 h2g2 f5f4,1167,77,100,289,crushing endgame long pawnEndgame,https://lichess.org/vgsqiSUd#107,
JieW1,3r2k1/pQ4p1/2p3BR/2q5/8/2P1Pr2/PP3P2/2K5 w - - 1 23,b7c7 c5d5 g6h7 g8f8 c7d8 d5d8,2162,78,90,664,endgame,https://lichess.org/qpJmSeHR#45,
NQhzv,3R4/4qkrp/p2R2p1/1p3p2/1Pn5/P3Q2P/6P1/7K w - - 8 42,d6d7 c4e3 d7e7 f7e7,1037,76,89,344,crushing endgame master short,https://lichess.org/8hp91kSY#83,
PWnuc,r3r3/1bp1P1kp/1p3np1/6q1/1P1Q4/1BN4P/6P1/R3R1K1 w - - 1 29,a1a8 g5g2,1321,81,70,91,master mate mateIn1 middlegame oneMove,https://lichess.org/bl1JC1K0#57,
e3VUB,r1n5/6k1/p2pP1p1/4p3/1P5P/5Pn1/6P1/R1R3K1 w - - 0 37,b4b5 g3e2 g1f2 e2c1,802,114,96,334,advantage endgame fork short,https://lichess.org/J1NMYc1Y#73,
eXZOn,8/1p6/p7/2k2P2/P7/6K1/8/8 b - - 0 43,c5d6 a4a5 d6e5 g3g4 e5f6 g4f4,2150,76,93,1920,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/SOA8SqSs/black#86,
YMA3X,r5k1/5ppp/qp2pn2/3p4/PbbP4/1PR1B1P1/2Q2P1P/2R3K1 b - - 0 25,c4e2 c3c8 a8c8 c2c8 a6c8 c1c8,890,87,100,41,advantage long middlegame,https://lichess.org/Y22vnLP7/black#50,
Lyp8k,8/8/1pk3p1/p7/2PK1P2/1P6/8/8 w - - 5 49,d4c3 c6c5 c3d3 c5b4 d3c2 a5a4 c2b2 a4b3,1996,75,100,160,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/YXIxn4YH#97,
bLMwH,1r4k1/5ppp/p2r4/2nP2P1/2p4P/P3q3/1PP3Q1/1K1RR3 b - - 4 26,e3a3 e1e8 b8e8 b2a3,1197,78,87,191,advantage middlegame short,https://lichess.org/jf2C6VtT/black#52,
ZWpXV,q7/4k3/4r1B1/8/3Q3P/6P1/P4P2/6K1 w - - 1 36,g6f5 e6e1 g1h2 a8h1,752,81,98,307,endgame mate mateIn2 short,https://lichess.org/KClcjnZ3#71,
2M41P,5k2/2R2p1p/1p4p1/8/PP6/2K2P2/5r1P/8 w - - 0 29,c3c4 f2c2 c4b5 c2c7,728,94,82,285,crushing endgame master rookEndgame short skewer,https://lichess.org/KgQSv96T#57,
GWAGZ,5rk1/3q1pp1/p3p2p/1p6/1QrP4/2B3P1/4PPKP/2R1R3 w - - 0 25,b4a5 d7b7 e2e4 c4a4 a5a4 b5a4,2414,75,91,2055,advantage long middlegame trappedPiece,https://lichess.org/Yu3ouUEY#49,
rWZSy,8/8/7p/P3k1pP/1PP5/2K2n2/8/8 b - - 0 64,g5g4 a5a6 g4g3 a6a7 g3g2 a7a8q g2g1q a8f3,1620,79,93,6920,advancedPawn crushing endgame knightEndgame promotion veryLong,https://lichess.org/wthR8HW5/black#128,
wQiFy,r3k1r1/1pp1n3/p2p1b1p/3Nnp2/8/1B1P3q/PPPB3N/R3QRK1 w q - 4 18,g1h1 h3g2,1383,78,74,141,mate mateIn1 middlegame oneMove,https://lichess.org/j0bWoMbG#35,Three_Knights_Opening Three_Knights_Opening_Steinitz_Defense
fXhus,1rb5/p1kp3Q/4p3/b1q2p2/4BP2/P4K2/1P4PP/R2R4 w - - 0 27,a1c1 b8b3 e4d3 b3d3 d1d3 c5c1,1979,78,94,2748,crushing deflection long master middlegame,https://lichess.org/H4pSiqYx#53,
wYbbF,rn1q1rk1/5p2/2p1p2R/pp1nN1b1/3PN3/5QP1/PPP2P2/2KR4 w - - 1 19,e4g5 d8g5 c1b1 g5h6,920,122,59,34,crushing fork middlegame short,https://lichess.org/89Jlpp25#37,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
gW3hJ,8/p6p/1p1r2k1/1P1R2p1/2P5/5P1P/4KP2/8 b - - 2 38,d6d5 c4d5 g6f5 h3h4,2557,86,73,84,crushing endgame short,https://lichess.org/Hd2ana8K/black#76,
r7lCn,2k2b1r/pp3ppp/4pn2/1N6/5B2/1P2P3/1PP3PP/2KR4 b - - 2 18,a7a6 b5a7,1163,76,98,1392,endgame mate mateIn1 oneMove,https://lichess.org/QOm4m0yn/black#36,Scandinavian_Defense Scandinavian_Defense_Main_Line
3w61g,4r3/3qpk2/3pR2Q/1p1P4/p4PPb/P6P/8/6K1 b - - 4 33,h4f6 e6f6 e7f6 h6h7 f7f8 h7d7,2281,79,97,375,crushing endgame long sacrifice skewer,https://lichess.org/KWIPNvRk/black#66,
EMyKS,2r1kr2/p2b3p/1p2p1q1/4Bp2/1PBn4/3N1PP1/3N3P/R2R2K1 b - - 2 26,f5f4 e5d4 f4g3 d3e5,2562,104,90,902,advantage middlegame short,https://lichess.org/3P3azLh9/black#52,
42nd6,1N4k1/4KR2/p3p1P1/1b2Pp2/pP1p1P2/P1r5/8/8 b - - 4 39,c3c7 e7f6 c7f7 g6f7 g8f8 f6e6,2133,75,83,183,advancedPawn crushing defensiveMove endgame exposedKing long master,https://lichess.org/p5pRnceg/black#78,
L2WyO,1r5r/1p3k2/p3Npp1/3Q4/4P3/7P/P4PPK/5q2 b - - 2 31,f1f2 d5d7 f7g8 d7g7,1948,80,78,302,endgame mate mateIn2 short,https://lichess.org/NopwlW19/black#62,
fodRo,8/4k1pp/8/p2PP3/8/1B3PK1/1p1r3P/1R6 w - - 0 41,f3f4 d2d3 g3f2 d3b3,1427,94,89,21,crushing endgame fork short,https://lichess.org/EOSg7QWt#81,
JeZXY,2kr2r1/1p3R2/p1p5/3p2q1/8/3QP3/PP3RP1/6K1 b - - 3 26,c8b8 d3b3 b7b5 b3a3 g5g6 a3e7 g6b1 f2f1 g8g2 g1g2,2747,113,90,446,crushing endgame veryLong,https://lichess.org/evYch0ry/black#52,
if4qq,r2qr1k1/pb3ppp/5n2/1Nbpn3/3N4/1B2BP2/PPP3PP/R2QR1K1 w - - 1 14,b5c3 e5c6 d4f5 c5e3 e1e3 e8e3,2731,103,90,1949,advantage kingsideAttack long opening,https://lichess.org/oJ9nCvBb#27,Sicilian_Defense Sicilian_Defense_Old_Sicilian
ALMzd,r3q2k/1pp4p/p3B1pP/2bP4/2P3Q1/P3p1N1/1P3rP1/2K3NR w - - 3 29,b2b4 e8a4 g1e2 a4a3,1750,74,93,219,crushing middlegame queensideAttack short,https://lichess.org/PGtItWXA#57,
cp1gD,8/8/8/4n3/R7/3k1p2/4pK2/8 w - - 6 72,a4a5 e5g4 f2f3 e2e1q,1519,76,96,10056,advancedPawn crushing deflection endgame master promotion short,https://lichess.org/aarwTdoB#143,
YN7is,r3rbk1/1p3p1p/p4qp1/P4p2/2BBn3/1QP4P/1P3PP1/3R1RK1 b - - 9 28,f6h4 c4f7,710,111,96,166,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ql9AWo6h/black#56,
wxpAy,6k1/5p1p/2B3pP/2q5/P4QK1/8/8/8 b - - 0 46,c5c6 f4b8 c6c8 b8c8,830,85,96,138,endgame master mate mateIn2 queenEndgame short,https://lichess.org/HT4vEMo0/black#92,
l3OWR,4K3/3R2k1/4P3/7p/8/8/8/r7 b - - 4 60,g7g8 e6e7 g8g7 d7d5 a1e1 d5h5,2664,109,91,349,advancedPawn crushing endgame long rookEndgame,https://lichess.org/wU516eqq/black#120,
Syx5H,r1bq1rk1/p3bppp/2p1p3/8/8/P1QBPN2/1P3PPP/R3K2R w KQ - 1 14,c3c6 d8d3 a1d1 d3a6,2250,75,92,8838,advantage hangingPiece middlegame short,https://lichess.org/PXN6Jikw#27,Indian_Defense Indian_Defense_Normal_Variation
SdiAa,3r2k1/5ppp/1p1N2q1/p1r5/3B4/P3Q3/2b3PP/4R1K1 b - - 5 30,c5d5 e3e8 d8e8 e1e8,892,83,83,83,mate mateIn2 middlegame sacrifice short,https://lichess.org/lD9pZPdM/black#60,
JeL4H,8/5pk1/6p1/3R1PPp/4K2P/8/8/3r4 b - - 8 44,d1d5 f5f6 g7f8 e4d5 f8e8 d5c6 e8d8 c6d6,2043,75,100,254,crushing defensiveMove endgame intermezzo rookEndgame veryLong zugzwang,https://lichess.org/vm5YXdKd/black#88,
M1NFL,b7/pq4kp/1p2r1p1/6b1/6P1/2Q5/PP4PP/R3R1K1 b - - 3 28,g7h6 c3h3 h6g7 e1e6,1208,75,100,457,advantage middlegame short,https://lichess.org/KR3tMLc1/black#56,
NHR2O,r1bqk2r/pp1n1ppp/3ppn2/6B1/3P4/5N2/PPP2PPP/R2QKB1R w KQkq - 4 8,f1b5 d8a5 d1d2 a5b5,1113,88,83,44,advantage fork opening short,https://lichess.org/jKbM2Cs4#15,French_Defense French_Defense_Rubinstein_Variation
Oja9t,2rr2k1/pq3p1p/6pB/8/6Q1/2N3P1/PnK1P2P/R4R2 w - - 0 26,g4f4 b2c4 f4f7 b7f7,2492,89,91,393,advantage middlegame quietMove short,https://lichess.org/5fOYzc9x#51,
mXZSD,8/8/2k5/1pp3RP/8/5rP1/6K1/8 b - - 0 48,f3f6 g5g6 f6d6 g6d6 c6d6 h5h6 b5b4 h6h7,1058,84,94,3939,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/WfJjymo7/black#96,
pzxS9,r1b1kb1r/1pqp1ppp/2n2n2/p1P1p3/1P6/P1N1B3/2P1PPPP/R2QKBNR w KQkq - 0 7,e3g5 a5b4 a3b4 a8a1 d1a1 c6b4,1550,77,92,4176,advantage discoveredAttack long opening pin,https://lichess.org/Mef8QIGl#13,Indian_Defense Indian_Defense_Reversed_Chigorin_Defense
RUo8T,7R/p2r4/1p5k/2p5/7p/1P4p1/P1P1K1P1/8 b - - 3 46,d7h7 h8h7 h6h7 e2f3 h7h6 f3g4,1178,106,88,34,crushing endgame long rookEndgame,https://lichess.org/TGOKrhhZ/black#92,
3aSoR,r3kb1r/1p3ppp/4pn2/p7/b1N5/1PP1B3/q1Q2PPP/2KR1B1R b kq - 0 14,a4b3 c2a2 b3a2 c4b6 f8a3 c1c2,2030,79,91,2464,advantage long opening,https://lichess.org/ljjhfVgB/black#28,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
LNEUK,8/2p1kp1p/3p1R2/2r4r/1Q2P3/1P2q3/P1P3PP/5R1K w - - 1 26,b4b7 h5h2 h1h2 c5h5,1376,76,84,320,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/t54HqIQO#51,
SKKa4,r1bq1rk1/ppp2ppp/4p3/8/5Pn1/5nPP/PPPP2B1/R1BQ2KR w - - 0 12,g2f3 d8d4 g1f1 d4f2,1171,75,100,761,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/VK1UK3ba#23,French_Defense French_Defense_Pelikan_Variation
y8WBs,r2r3k/pp3Bp1/8/2pn2R1/3p3P/8/PPP5/3R2K1 b - - 1 27,d5e3 g5h5,856,77,91,315,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/ztpcOwd0/black#54,
47n6l,1r4k1/p2nr2p/2n1Rqp1/1p1p4/3P2Q1/2PB4/PP3PPP/4R1K1 b - - 0 22,f6f7 e6e7 c6e7 g4d7,1688,75,89,231,advantage capturingDefender discoveredAttack master middlegame short,https://lichess.org/sItQtxG3/black#44,
